timestamp,weekday,holiday,location
19,1,0,108
19,1,0,109
19,1,0,114
19,1,0,0
19,1,0,1
19,1,0,7
19,1,0,12
19,1,0,13
19,1,0,16
19,1,0,20
19,1,0,23
19,1,0,25
19,1,0,26
19,1,0,33
19,1,0,34
19,1,0,37
19,1,0,41
19,1,0,47
19,1,0,49
19,1,0,50
19,1,0,52
19,1,0,68
19,1,0,72
19,1,0,73
19,1,0,75
19,1,0,86
19,1,0,87
19,1,0,88
19,1,0,98
19,1,0,99
19,1,0,100
19,1,0,107
19,1,0,110
19,1,0,42
19,1,0,24
19,1,0,92
19,1,0,64
19,1,0,96
19,1,0,97
19,1,0,95
19,1,0,59
19,1,0,65
19,1,0,39
19,1,0,46
19,1,0,69
19,1,0,76
19,1,0,82
19,1,0,118
20,1,0,5
20,1,0,30
20,1,0,35
20,1,0,89
20,1,0,94
20,1,0,103
20,1,0,116
20,1,0,9
20,1,0,15
20,1,0,40
20,1,0,48
20,1,0,104
20,1,0,4
20,1,0,6
20,1,0,8
20,1,0,10
20,1,0,11
20,1,0,17
20,1,0,18
20,1,0,19
20,1,0,21
20,1,0,28
20,1,0,31
20,1,0,32
20,1,0,36
20,1,0,38
20,1,0,44
20,1,0,45
20,1,0,51
20,1,0,53
20,1,0,54
20,1,0,56
20,1,0,58
20,1,0,60
20,1,0,61
20,1,0,62
20,1,0,63
20,1,0,66
20,1,0,71
20,1,0,77
20,1,0,79
20,1,0,81
20,1,0,83
20,1,0,85
20,1,0,91
20,1,0,101
20,1,0,102
20,1,0,106
20,1,0,111
20,1,0,112
20,1,0,113
20,1,0,115
20,1,0,117
20,1,0,119
20,1,0,2
20,1,0,3
20,1,0,14
20,1,0,22
20,1,0,27
20,1,0,29
20,1,0,43
20,1,0,55
20,1,0,57
20,1,0,67
20,1,0,70
20,1,0,74
20,1,0,78
20,1,0,80
20,1,0,84
20,1,0,90
20,1,0,93
20,1,0,105
20,1,0,108
20,1,0,109
20,1,0,114
20,1,0,0
20,1,0,1
20,1,0,7
20,1,0,12
20,1,0,13
20,1,0,16
20,1,0,20
20,1,0,23
20,1,0,25
20,1,0,26
20,1,0,33
20,1,0,34
20,1,0,37
20,1,0,41
20,1,0,47
20,1,0,49
20,1,0,50
20,1,0,52
20,1,0,68
20,1,0,72
20,1,0,73
20,1,0,75
20,1,0,86
20,1,0,87
20,1,0,88
20,1,0,98
20,1,0,99
20,1,0,100
20,1,0,107
20,1,0,110
20,1,0,42
20,1,0,24
20,1,0,92
20,1,0,64
20,1,0,96
20,1,0,97
20,1,0,95
20,1,0,59
20,1,0,65
20,1,0,39
20,1,0,46
20,1,0,69
20,1,0,76
20,1,0,82
20,1,0,118
21,1,0,5
21,1,0,30
21,1,0,35
21,1,0,89
21,1,0,94
21,1,0,103
21,1,0,116
21,1,0,9
21,1,0,15
21,1,0,40
21,1,0,48
21,1,0,104
21,1,0,4
21,1,0,6
21,1,0,8
21,1,0,10
21,1,0,11
21,1,0,17
21,1,0,18
21,1,0,19
21,1,0,21
21,1,0,28
21,1,0,31
21,1,0,32
21,1,0,36
21,1,0,38
21,1,0,44
21,1,0,45
21,1,0,51
21,1,0,53
21,1,0,54
21,1,0,56
21,1,0,58
21,1,0,60
21,1,0,61
21,1,0,62
21,1,0,63
21,1,0,66
21,1,0,71
21,1,0,77
21,1,0,79
21,1,0,81
21,1,0,83
21,1,0,85
21,1,0,91
21,1,0,101
21,1,0,102
21,1,0,106
21,1,0,111
21,1,0,112
21,1,0,113
21,1,0,115
21,1,0,117
21,1,0,119
21,1,0,2
21,1,0,3
21,1,0,14
21,1,0,22
21,1,0,27
21,1,0,29
21,1,0,43
21,1,0,55
21,1,0,57
21,1,0,67
21,1,0,70
21,1,0,74
21,1,0,78
21,1,0,80
21,1,0,84
21,1,0,90
21,1,0,93
21,1,0,105
21,1,0,108
21,1,0,109
21,1,0,114
21,1,0,0
21,1,0,1
21,1,0,7
21,1,0,12
21,1,0,13
21,1,0,16
21,1,0,20
21,1,0,23
21,1,0,25
21,1,0,26
21,1,0,33
21,1,0,34
21,1,0,37
21,1,0,41
21,1,0,47
21,1,0,49
21,1,0,50
21,1,0,52
21,1,0,68
21,1,0,72
21,1,0,73
21,1,0,75
21,1,0,86
21,1,0,87
21,1,0,88
21,1,0,98
21,1,0,99
21,1,0,100
21,1,0,107
21,1,0,110
21,1,0,42
21,1,0,24
21,1,0,92
21,1,0,64
21,1,0,96
21,1,0,97
21,1,0,95
21,1,0,59
21,1,0,65
21,1,0,39
21,1,0,46
21,1,0,69
21,1,0,76
21,1,0,82
21,1,0,118
22,1,0,5
22,1,0,30
22,1,0,35
22,1,0,89
22,1,0,94
22,1,0,103
22,1,0,116
22,1,0,9
22,1,0,15
22,1,0,40
22,1,0,48
22,1,0,104
22,1,0,4
22,1,0,6
22,1,0,8
22,1,0,10
22,1,0,11
22,1,0,17
22,1,0,18
22,1,0,19
22,1,0,21
22,1,0,28
22,1,0,31
22,1,0,32
22,1,0,36
22,1,0,38
22,1,0,44
22,1,0,45
22,1,0,51
22,1,0,53
22,1,0,54
22,1,0,56
22,1,0,58
22,1,0,60
22,1,0,61
22,1,0,62
22,1,0,63
22,1,0,66
22,1,0,71
22,1,0,77
22,1,0,79
22,1,0,81
22,1,0,83
22,1,0,85
22,1,0,91
22,1,0,101
22,1,0,102
22,1,0,106
22,1,0,111
22,1,0,112
22,1,0,113
22,1,0,115
22,1,0,117
22,1,0,119
22,1,0,2
22,1,0,3
22,1,0,14
22,1,0,22
22,1,0,27
22,1,0,29
22,1,0,43
22,1,0,55
22,1,0,57
22,1,0,67
22,1,0,70
22,1,0,74
22,1,0,78
22,1,0,80
22,1,0,84
22,1,0,90
22,1,0,93
22,1,0,105
22,1,0,108
22,1,0,109
22,1,0,114
22,1,0,0
22,1,0,1
22,1,0,7
22,1,0,12
22,1,0,13
22,1,0,16
22,1,0,20
22,1,0,23
22,1,0,25
22,1,0,26
22,1,0,33
22,1,0,34
22,1,0,37
22,1,0,41
22,1,0,47
22,1,0,49
22,1,0,50
22,1,0,52
22,1,0,68
22,1,0,72
22,1,0,73
22,1,0,75
22,1,0,86
22,1,0,87
22,1,0,88
22,1,0,98
22,1,0,99
22,1,0,100
22,1,0,107
22,1,0,110
22,1,0,42
22,1,0,24
22,1,0,92
22,1,0,64
22,1,0,96
22,1,0,97
22,1,0,95
22,1,0,59
22,1,0,65
22,1,0,39
22,1,0,46
22,1,0,69
22,1,0,76
22,1,0,82
22,1,0,118
23,1,0,5
23,1,0,30
23,1,0,35
23,1,0,89
23,1,0,94
23,1,0,103
23,1,0,116
23,1,0,9
23,1,0,15
23,1,0,40
23,1,0,48
23,1,0,104
23,1,0,4
23,1,0,6
23,1,0,8
23,1,0,10
23,1,0,11
23,1,0,17
23,1,0,18
23,1,0,19
23,1,0,21
23,1,0,28
23,1,0,31
23,1,0,32
23,1,0,36
23,1,0,38
23,1,0,44
23,1,0,45
23,1,0,51
23,1,0,53
23,1,0,54
23,1,0,56
23,1,0,58
23,1,0,60
23,1,0,61
23,1,0,62
23,1,0,63
23,1,0,66
23,1,0,71
23,1,0,77
23,1,0,79
23,1,0,81
23,1,0,83
23,1,0,85
23,1,0,91
23,1,0,101
23,1,0,102
23,1,0,106
23,1,0,111
23,1,0,112
23,1,0,113
23,1,0,115
23,1,0,117
23,1,0,119
23,1,0,2
23,1,0,3
23,1,0,14
23,1,0,22
23,1,0,27
23,1,0,29
23,1,0,43
23,1,0,55
23,1,0,57
23,1,0,67
23,1,0,70
23,1,0,74
23,1,0,78
23,1,0,80
23,1,0,84
23,1,0,90
23,1,0,93
23,1,0,105
23,1,0,108
23,1,0,109
23,1,0,114
23,1,0,0
23,1,0,1
23,1,0,7
23,1,0,12
23,1,0,13
23,1,0,16
23,1,0,20
23,1,0,23
23,1,0,25
23,1,0,26
23,1,0,33
23,1,0,34
23,1,0,37
23,1,0,41
23,1,0,47
23,1,0,49
23,1,0,50
23,1,0,52
23,1,0,68
23,1,0,72
23,1,0,73
23,1,0,75
23,1,0,86
23,1,0,87
23,1,0,88
23,1,0,98
23,1,0,99
23,1,0,100
23,1,0,107
23,1,0,110
23,1,0,42
23,1,0,24
23,1,0,92
23,1,0,64
23,1,0,96
23,1,0,97
23,1,0,95
23,1,0,59
23,1,0,65
23,1,0,39
23,1,0,46
23,1,0,69
23,1,0,76
23,1,0,82
23,1,0,118
0,2,0,5
0,2,0,30
0,2,0,35
0,2,0,89
0,2,0,94
0,2,0,103
0,2,0,116
0,2,0,9
0,2,0,15
0,2,0,40
0,2,0,48
0,2,0,104
0,2,0,4
0,2,0,6
0,2,0,8
0,2,0,10
0,2,0,11
0,2,0,17
0,2,0,18
0,2,0,19
0,2,0,21
0,2,0,28
0,2,0,31
0,2,0,32
0,2,0,36
0,2,0,38
0,2,0,44
0,2,0,45
0,2,0,51
0,2,0,53
0,2,0,54
0,2,0,56
0,2,0,58
0,2,0,60
0,2,0,61
0,2,0,62
0,2,0,63
0,2,0,66
0,2,0,71
0,2,0,77
0,2,0,79
0,2,0,81
0,2,0,83
0,2,0,85
0,2,0,91
0,2,0,101
0,2,0,102
0,2,0,106
0,2,0,111
0,2,0,112
0,2,0,113
0,2,0,115
0,2,0,117
0,2,0,119
0,2,0,2
0,2,0,3
0,2,0,14
0,2,0,22
0,2,0,27
0,2,0,29
0,2,0,43
0,2,0,55
0,2,0,57
0,2,0,67
0,2,0,70
0,2,0,74
0,2,0,78
0,2,0,80
0,2,0,84
0,2,0,90
0,2,0,93
0,2,0,105
0,2,0,108
0,2,0,109
0,2,0,114
0,2,0,0
0,2,0,1
0,2,0,7
0,2,0,12
0,2,0,13
0,2,0,16
0,2,0,20
0,2,0,23
0,2,0,25
0,2,0,26
0,2,0,33
0,2,0,34
0,2,0,37
0,2,0,41
0,2,0,47
0,2,0,49
0,2,0,50
0,2,0,52
0,2,0,68
0,2,0,72
0,2,0,73
0,2,0,75
0,2,0,86
0,2,0,87
0,2,0,88
0,2,0,98
0,2,0,99
0,2,0,100
0,2,0,107
0,2,0,110
0,2,0,42
0,2,0,24
0,2,0,92
0,2,0,64
0,2,0,96
0,2,0,97
0,2,0,95
0,2,0,59
0,2,0,65
0,2,0,39
0,2,0,46
0,2,0,69
0,2,0,76
0,2,0,82
0,2,0,118
1,2,0,5
1,2,0,30
1,2,0,35
1,2,0,89
1,2,0,94
1,2,0,103
1,2,0,116
1,2,0,9
1,2,0,15
1,2,0,40
1,2,0,48
1,2,0,104
1,2,0,4
1,2,0,6
1,2,0,8
1,2,0,10
1,2,0,11
1,2,0,17
1,2,0,18
1,2,0,19
1,2,0,21
1,2,0,28
1,2,0,31
1,2,0,32
1,2,0,36
1,2,0,38
1,2,0,44
1,2,0,45
1,2,0,51
1,2,0,53
1,2,0,54
1,2,0,56
1,2,0,58
1,2,0,60
1,2,0,61
1,2,0,62
1,2,0,63
1,2,0,66
1,2,0,71
1,2,0,77
1,2,0,79
1,2,0,81
1,2,0,83
1,2,0,85
1,2,0,91
1,2,0,101
1,2,0,102
1,2,0,106
1,2,0,111
1,2,0,112
1,2,0,113
1,2,0,115
1,2,0,117
1,2,0,119
1,2,0,2
1,2,0,3
1,2,0,14
1,2,0,22
1,2,0,27
1,2,0,29
1,2,0,43
1,2,0,55
1,2,0,57
1,2,0,67
1,2,0,70
1,2,0,74
1,2,0,78
1,2,0,80
1,2,0,84
1,2,0,90
1,2,0,93
1,2,0,105
1,2,0,108
1,2,0,109
1,2,0,114
1,2,0,0
1,2,0,1
1,2,0,7
1,2,0,12
1,2,0,13
1,2,0,16
1,2,0,20
1,2,0,23
1,2,0,25
1,2,0,26
1,2,0,33
1,2,0,34
1,2,0,37
1,2,0,41
1,2,0,47
1,2,0,49
1,2,0,50
1,2,0,52
1,2,0,68
1,2,0,72
1,2,0,73
1,2,0,75
1,2,0,86
1,2,0,87
1,2,0,88
1,2,0,98
1,2,0,99
1,2,0,100
1,2,0,107
1,2,0,110
1,2,0,42
1,2,0,24
1,2,0,92
1,2,0,64
1,2,0,96
1,2,0,97
1,2,0,95
1,2,0,59
1,2,0,65
1,2,0,39
1,2,0,46
1,2,0,69
1,2,0,76
1,2,0,82
1,2,0,118
2,2,0,5
2,2,0,30
2,2,0,35
2,2,0,89
2,2,0,94
2,2,0,103
2,2,0,116
2,2,0,9
2,2,0,15
2,2,0,40
2,2,0,48
2,2,0,104
2,2,0,4
2,2,0,6
2,2,0,8
2,2,0,10
2,2,0,11
2,2,0,17
2,2,0,18
2,2,0,19
2,2,0,21
2,2,0,28
2,2,0,31
2,2,0,32
2,2,0,36
2,2,0,38
2,2,0,44
2,2,0,45
2,2,0,51
2,2,0,53
2,2,0,54
2,2,0,56
2,2,0,58
2,2,0,60
2,2,0,61
2,2,0,62
2,2,0,63
2,2,0,66
2,2,0,71
2,2,0,77
2,2,0,79
2,2,0,81
2,2,0,83
2,2,0,85
2,2,0,91
2,2,0,101
2,2,0,102
2,2,0,106
2,2,0,111
2,2,0,112
2,2,0,113
2,2,0,115
2,2,0,117
2,2,0,119
2,2,0,2
2,2,0,3
2,2,0,14
2,2,0,22
2,2,0,27
2,2,0,29
2,2,0,43
2,2,0,55
2,2,0,57
2,2,0,67
2,2,0,70
2,2,0,74
2,2,0,78
2,2,0,80
2,2,0,84
2,2,0,90
2,2,0,93
2,2,0,105
2,2,0,108
2,2,0,109
2,2,0,114
2,2,0,0
2,2,0,1
2,2,0,7
2,2,0,12
2,2,0,13
2,2,0,16
2,2,0,20
2,2,0,23
2,2,0,25
2,2,0,26
2,2,0,33
2,2,0,34
2,2,0,37
2,2,0,41
2,2,0,47
2,2,0,49
2,2,0,50
2,2,0,52
2,2,0,68
2,2,0,72
2,2,0,73
2,2,0,75
2,2,0,86
2,2,0,87
2,2,0,88
2,2,0,98
2,2,0,99
2,2,0,100
2,2,0,107
2,2,0,110
2,2,0,42
2,2,0,24
2,2,0,92
2,2,0,64
2,2,0,96
2,2,0,97
2,2,0,95
2,2,0,59
2,2,0,65
2,2,0,39
2,2,0,46
2,2,0,69
2,2,0,76
2,2,0,82
2,2,0,118
3,2,0,5
3,2,0,30
3,2,0,35
3,2,0,89
3,2,0,94
3,2,0,103
3,2,0,116
3,2,0,9
3,2,0,15
3,2,0,40
3,2,0,48
3,2,0,104
3,2,0,4
3,2,0,6
3,2,0,8
3,2,0,10
3,2,0,11
3,2,0,17
3,2,0,18
3,2,0,19
3,2,0,21
3,2,0,28
3,2,0,31
3,2,0,32
3,2,0,36
3,2,0,38
3,2,0,44
3,2,0,45
3,2,0,51
3,2,0,53
3,2,0,54
3,2,0,56
3,2,0,58
3,2,0,60
3,2,0,61
3,2,0,62
3,2,0,63
3,2,0,66
3,2,0,71
3,2,0,77
3,2,0,79
3,2,0,81
3,2,0,83
3,2,0,85
3,2,0,91
3,2,0,101
3,2,0,102
3,2,0,106
3,2,0,111
3,2,0,112
3,2,0,113
3,2,0,115
3,2,0,117
3,2,0,119
3,2,0,2
3,2,0,3
3,2,0,14
3,2,0,22
3,2,0,27
3,2,0,29
3,2,0,43
3,2,0,55
3,2,0,57
3,2,0,67
3,2,0,70
3,2,0,74
3,2,0,78
3,2,0,80
3,2,0,84
3,2,0,90
3,2,0,93
3,2,0,105
3,2,0,108
3,2,0,109
3,2,0,114
3,2,0,0
3,2,0,1
3,2,0,7
3,2,0,12
3,2,0,13
3,2,0,16
3,2,0,20
3,2,0,23
3,2,0,25
3,2,0,26
3,2,0,33
3,2,0,34
3,2,0,37
3,2,0,41
3,2,0,47
3,2,0,49
3,2,0,50
3,2,0,52
3,2,0,68
3,2,0,72
3,2,0,73
3,2,0,75
3,2,0,86
3,2,0,87
3,2,0,88
3,2,0,98
3,2,0,99
3,2,0,100
3,2,0,107
3,2,0,110
3,2,0,42
3,2,0,24
3,2,0,92
3,2,0,64
3,2,0,96
3,2,0,97
3,2,0,95
3,2,0,59
3,2,0,65
3,2,0,39
3,2,0,46
3,2,0,69
3,2,0,76
3,2,0,82
3,2,0,118
4,2,0,5
4,2,0,30
4,2,0,35
4,2,0,89
4,2,0,94
4,2,0,103
4,2,0,116
4,2,0,9
4,2,0,15
4,2,0,40
4,2,0,48
4,2,0,104
4,2,0,4
4,2,0,6
4,2,0,8
4,2,0,10
4,2,0,11
4,2,0,17
4,2,0,18
4,2,0,19
4,2,0,21
4,2,0,28
4,2,0,31
4,2,0,32
4,2,0,36
4,2,0,38
4,2,0,44
4,2,0,45
4,2,0,51
4,2,0,53
4,2,0,54
4,2,0,56
4,2,0,58
4,2,0,60
4,2,0,61
4,2,0,62
4,2,0,63
4,2,0,66
4,2,0,71
4,2,0,77
4,2,0,79
4,2,0,81
4,2,0,83
4,2,0,85
4,2,0,91
4,2,0,101
4,2,0,102
4,2,0,106
4,2,0,111
4,2,0,112
4,2,0,113
4,2,0,115
4,2,0,117
4,2,0,119
4,2,0,2
4,2,0,3
4,2,0,14
4,2,0,22
4,2,0,27
4,2,0,29
4,2,0,43
4,2,0,55
4,2,0,57
4,2,0,67
4,2,0,70
4,2,0,74
4,2,0,78
4,2,0,80
4,2,0,84
4,2,0,90
4,2,0,93
4,2,0,105
4,2,0,108
4,2,0,109
4,2,0,114
4,2,0,0
4,2,0,1
4,2,0,7
4,2,0,12
4,2,0,13
4,2,0,16
4,2,0,20
4,2,0,23
4,2,0,25
4,2,0,26
4,2,0,33
4,2,0,34
4,2,0,37
4,2,0,41
4,2,0,47
4,2,0,49
4,2,0,50
4,2,0,52
4,2,0,68
4,2,0,72
4,2,0,73
4,2,0,75
4,2,0,86
4,2,0,87
4,2,0,88
4,2,0,98
4,2,0,99
4,2,0,100
4,2,0,107
4,2,0,110
4,2,0,42
4,2,0,24
4,2,0,92
4,2,0,64
4,2,0,96
4,2,0,97
4,2,0,95
4,2,0,59
4,2,0,65
4,2,0,39
4,2,0,46
4,2,0,69
4,2,0,76
4,2,0,82
4,2,0,118
5,2,0,5
5,2,0,30
5,2,0,35
5,2,0,89
5,2,0,94
5,2,0,103
5,2,0,116
5,2,0,9
5,2,0,15
5,2,0,40
5,2,0,48
5,2,0,104
5,2,0,4
5,2,0,6
5,2,0,8
5,2,0,10
5,2,0,11
5,2,0,17
5,2,0,18
5,2,0,19
5,2,0,21
5,2,0,28
5,2,0,31
5,2,0,32
5,2,0,36
5,2,0,38
5,2,0,44
5,2,0,45
5,2,0,51
5,2,0,53
5,2,0,54
5,2,0,56
5,2,0,58
5,2,0,60
5,2,0,61
5,2,0,62
5,2,0,63
5,2,0,66
5,2,0,71
5,2,0,77
5,2,0,79
5,2,0,81
5,2,0,83
5,2,0,85
5,2,0,91
5,2,0,101
5,2,0,102
5,2,0,106
5,2,0,111
5,2,0,112
5,2,0,113
5,2,0,115
5,2,0,117
5,2,0,119
5,2,0,2
5,2,0,3
5,2,0,14
5,2,0,22
5,2,0,27
5,2,0,29
5,2,0,43
5,2,0,55
5,2,0,57
5,2,0,67
5,2,0,70
5,2,0,74
5,2,0,78
5,2,0,80
5,2,0,84
5,2,0,90
5,2,0,93
5,2,0,105
5,2,0,108
5,2,0,109
5,2,0,114
5,2,0,0
5,2,0,1
5,2,0,7
5,2,0,12
5,2,0,13
5,2,0,16
5,2,0,20
5,2,0,23
5,2,0,25
5,2,0,26
5,2,0,33
5,2,0,34
5,2,0,37
5,2,0,41
5,2,0,47
5,2,0,49
5,2,0,50
5,2,0,52
5,2,0,68
5,2,0,72
5,2,0,73
5,2,0,75
5,2,0,86
5,2,0,87
5,2,0,88
5,2,0,98
5,2,0,99
5,2,0,100
5,2,0,107
5,2,0,110
5,2,0,42
5,2,0,24
5,2,0,92
5,2,0,64
5,2,0,96
5,2,0,97
5,2,0,95
5,2,0,59
5,2,0,65
5,2,0,39
5,2,0,46
5,2,0,69
5,2,0,76
5,2,0,82
5,2,0,118
6,2,0,5
6,2,0,30
6,2,0,35
6,2,0,89
6,2,0,94
6,2,0,103
6,2,0,116
6,2,0,9
6,2,0,15
6,2,0,40
6,2,0,48
6,2,0,104
6,2,0,4
6,2,0,6
6,2,0,8
6,2,0,10
6,2,0,11
6,2,0,17
6,2,0,18
6,2,0,19
6,2,0,21
6,2,0,28
6,2,0,31
6,2,0,32
6,2,0,36
6,2,0,38
6,2,0,44
6,2,0,45
6,2,0,51
6,2,0,53
6,2,0,54
6,2,0,56
6,2,0,58
6,2,0,60
6,2,0,61
6,2,0,62
6,2,0,63
6,2,0,66
6,2,0,71
6,2,0,77
6,2,0,79
6,2,0,81
6,2,0,83
6,2,0,85
6,2,0,91
6,2,0,101
6,2,0,102
6,2,0,106
6,2,0,111
6,2,0,112
6,2,0,113
6,2,0,115
6,2,0,117
6,2,0,119
6,2,0,2
6,2,0,3
6,2,0,14
6,2,0,22
6,2,0,27
6,2,0,29
6,2,0,43
6,2,0,55
6,2,0,57
6,2,0,67
6,2,0,70
6,2,0,74
